age,workclass,education,education_years,marital_status,occupation,relationship,race,sex,hours_week,country,permit,stress
59,Local-gov,Masters,14,Widowed,Prof-specialty,Unmarried,,Female,60,United-States,M,1
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,1
25,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,60,United-States,A,1
24,Private,Bachelors,13,Never-married,Other-service,Own-child,,Female,35,United-States,B,0
39,Federal-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,0
38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,,Male,45,United-States,D,1
52,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,,Male,65,United-States,D,1
66,Self-emp-inc,10th,6,Married-civ-spouse,Other-service,Husband,,Male,30,United-States,C,0
24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,50,United-States,C,0
20,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,,Female,40,United-States,D,0
56,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,,Female,50,United-States,C,0
66,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,24,United-States,D,1
40,Self-emp-not-inc,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,,Female,50,United-States,D,0
33,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,A,1
26,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,,Female,50,United-States,B,0
24,,HS-grad,9,Separated,,Unmarried,Black,Female,37,United-States,D,0
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,,Male,40,United-States,D,0
65,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,,Female,40,United-States,B,0
37,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Black,Male,30,United-States,A,0
30,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,45,United-States,M,0
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,D,1
40,Local-gov,HS-grad,9,Never-married,Sales,Own-child,,Male,40,United-States,M,0
32,Private,12th,8,Married-civ-spouse,Craft-repair,Other-relative,,Male,40,Mexico,M,0
36,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,45,United-States,M,0
48,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,Germany,D,0
21,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,20,United-States,C,0
22,Private,HS-grad,9,Never-married,Other-service,Own-child,,Male,55,United-States,M,0
28,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,C,0
44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,40,,D,1
28,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Male,40,United-States,C,0
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,Male,40,United-States,D,0
59,Private,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,50,United-States,M,0
46,Private,Some-college,10,Separated,Other-service,Not-in-family,,Male,55,United-States,B,0
48,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,80,United-States,D,0
26,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Own-child,,Female,40,,A,0
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,M,1
55,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,,Female,20,United-States,A,0
46,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,28,United-States,C,0
39,Private,HS-grad,9,Divorced,Sales,Unmarried,,Female,40,United-States,B,0
50,Self-emp-inc,Masters,14,Married-civ-spouse,Other-service,Husband,,Male,55,United-States,D,0
33,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,,Male,35,Mexico,C,0
45,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,M,1
38,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,,Female,50,United-States,D,1
51,Private,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,Black,Female,30,United-States,D,0
54,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,,Female,40,United-States,A,0
67,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,C,0
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,B,1
41,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,,Female,43,United-States,A,0
66,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,1
80,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Not-in-family,,Male,35,United-States,C,0
50,Private,HS-grad,9,Separated,Sales,Unmarried,,Female,35,United-States,A,0
62,Local-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,40,United-States,B,0
18,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,,Female,30,United-States,C,0
34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,B,0
47,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,,Male,55,United-States,M,1
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,,Male,35,United-States,A,0
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,,Female,40,United-States,C,0
59,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,38,United-States,M,1
29,Private,HS-grad,9,Never-married,Other-service,Own-child,,Female,40,United-States,D,0
18,Private,12th,8,Never-married,Transport-moving,Own-child,,Male,18,United-States,A,0
28,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,,Female,40,United-States,B,0
30,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,,Male,40,United-States,A,1
25,Private,Bachelors,13,Never-married,Sales,Own-child,,Male,40,United-States,A,0
38,Local-gov,Some-college,10,Never-married,Sales,Not-in-family,,Male,12,United-States,C,0
42,Local-gov,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,40,United-States,B,0
26,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,,Female,45,United-States,A,0
20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,,Female,15,United-States,D,0
50,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,,Male,60,United-States,D,1
18,Federal-gov,11th,7,Never-married,Machine-op-inspct,Own-child,,Male,4,United-States,B,0
39,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,,Male,60,United-States,C,1
33,Self-emp-not-inc,Assoc-acdm,12,Divorced,Other-service,Not-in-family,,Male,60,United-States,D,0
25,Private,10th,6,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,M,0
43,Private,Assoc-voc,11,Separated,Other-service,Unmarried,,Female,45,United-States,A,0
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,C,1
47,Private,HS-grad,9,Divorced,Sales,Not-in-family,Black,Female,14,United-States,D,0
33,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,,Male,35,United-States,A,0
57,,Assoc-voc,11,Widowed,,Unmarried,,Female,38,United-States,A,0
19,Private,Some-college,10,Never-married,Sales,Unmarried,Black,Female,30,United-States,C,0
24,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,,Male,40,United-States,A,0
29,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,,Male,60,United-States,A,0
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,,Male,40,United-States,B,0
48,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,Philippines,A,0
64,Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,,Female,30,United-States,B,0
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,60,United-States,M,1
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,60,United-States,A,1
58,State-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Female,16,United-States,B,0
27,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,42,United-States,C,1
26,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,0
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,A,0
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,99,United-States,C,1
49,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,D,0
18,Private,11th,7,Never-married,Transport-moving,Own-child,,Male,40,United-States,C,0
59,Federal-gov,HS-grad,9,Widowed,Other-service,Unmarried,,Female,40,Germany,A,0
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,,Female,40,United-States,C,0
53,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,M,1
40,Private,Some-college,10,Divorced,Tech-support,Unmarried,,Female,40,United-States,D,0
65,Private,10th,6,Widowed,Other-service,Not-in-family,,Female,20,United-States,D,0
37,Private,Assoc-voc,11,Separated,Prof-specialty,Own-child,,Female,38,United-States,B,0
49,Private,Assoc-voc,11,Divorced,Tech-support,Unmarried,,Female,40,United-States,D,0
40,Private,Prof-school,15,Married-civ-spouse,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,40,Philippines,M,0
37,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,,Male,40,United-States,M,0
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,C,0
64,,HS-grad,9,Married-civ-spouse,,Husband,,Male,10,United-States,C,0
27,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,,Male,40,United-States,B,0
29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,,Male,40,United-States,M,0
74,Private,Masters,14,Divorced,Other-service,Not-in-family,,Female,10,United-States,C,0
17,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,Black,Male,15,United-States,B,0
26,Private,HS-grad,9,Separated,Farming-fishing,Not-in-family,,Male,40,United-States,M,0
55,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,,Female,40,United-States,C,0
55,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,,Female,10,United-States,D,0
34,Private,10th,6,Separated,Sales,Unmarried,,Female,36,United-States,D,0
41,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,50,United-States,B,1
40,Private,7th-8th,4,Separated,Sales,Not-in-family,,Female,25,United-States,A,0
29,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,,Female,45,United-States,M,0
23,State-gov,HS-grad,9,Never-married,Sales,Own-child,,Female,21,United-States,B,0
30,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,,Female,40,United-States,C,0
23,Private,HS-grad,9,Divorced,Sales,Unmarried,,Female,80,United-States,A,0
47,Self-emp-inc,Some-college,10,Married-civ-spouse,Other-service,Husband,,Male,80,United-States,A,0
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,40,United-States,A,1
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,40,United-States,M,1
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Female,40,United-States,C,0
57,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,,Male,35,United-States,A,0
46,Private,Bachelors,13,Widowed,Tech-support,Unmarried,,Female,38,United-States,C,0
24,Private,Some-college,10,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,30,United-States,B,0
29,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,M,0
55,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,,Female,40,United-States,A,0
37,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,27,United-States,D,0
45,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,,Male,40,United-States,D,1
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,,Male,35,Mexico,B,0
62,Private,10th,6,Divorced,Prof-specialty,Unmarried,,Female,40,United-States,M,0
67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,20,United-States,A,0
44,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,B,1
25,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,44,United-States,D,1
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,,Female,40,United-States,A,0
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Male,40,United-States,D,0
25,Private,HS-grad,9,Never-married,Transport-moving,Own-child,,Male,95,United-States,M,0
21,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,,Female,30,United-States,D,0
25,Private,Bachelors,13,Never-married,Sales,Own-child,,Male,40,United-States,C,0
31,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,70,South,A,0
28,Private,HS-grad,9,Never-married,Transport-moving,Own-child,,Male,40,United-States,A,0
50,State-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,B,0
40,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,40,United-States,C,0
33,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,,Female,40,United-States,A,1
31,Private,Bachelors,13,Never-married,Other-service,Not-in-family,,Male,40,United-States,B,0
44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,,Female,38,United-States,C,0
40,Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,,Female,40,United-States,C,0
47,Federal-gov,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,M,1
69,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,,Female,40,United-States,A,0
36,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,45,Germany,A,1
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,0
34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,,Male,60,United-States,C,1
38,Private,Prof-school,15,Married-civ-spouse,Other-service,Wife,,Female,40,United-States,D,0
17,,10th,6,Never-married,,Own-child,,Female,15,United-States,C,0
50,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,,Female,50,United-States,M,0
74,Private,Bachelors,13,Widowed,Sales,Not-in-family,,Female,8,United-States,A,0
46,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,,Female,40,United-States,D,0
76,Private,7th-8th,4,Widowed,Protective-serv,Not-in-family,,Female,12,United-States,M,0
49,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,,Female,40,United-States,M,0
58,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Wife,,Female,35,,D,1
49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,45,United-States,A,0
47,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,,Male,40,United-States,M,0
31,,HS-grad,9,Divorced,,Own-child,,Male,75,United-States,M,0
51,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,,Female,40,United-States,B,0
47,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,,Male,40,Iran,A,1
44,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,,Female,6,United-States,M,1
64,Local-gov,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,35,United-States,M,1
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,D,0
22,Private,Bachelors,13,Never-married,Other-service,Not-in-family,,Female,60,United-States,B,0
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,48,United-States,A,1
45,Self-emp-not-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,40,United-States,C,0
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,,Male,40,United-States,M,0
24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Female,65,United-States,B,0
41,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,,Male,48,United-States,B,1
28,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,,Female,55,United-States,B,0
45,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,,Male,48,United-States,B,0
44,State-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,,Male,40,United-States,D,1
36,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,,Female,35,United-States,C,1
32,Federal-gov,HS-grad,9,Never-married,Exec-managerial,Unmarried,,Female,40,United-States,D,0
36,,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,40,United-States,B,0
76,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,,Female,8,United-States,C,0
23,Private,Some-college,10,Never-married,Other-service,Not-in-family,,Male,30,United-States,A,0
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,0
32,,Bachelors,13,Divorced,,Unmarried,,Female,40,United-States,A,0
28,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,,Female,45,United-States,B,0
76,Private,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,,Female,40,United-States,B,0
51,Local-gov,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,C,0
46,Federal-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,,Male,40,United-States,M,0
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,M,0
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,M,0
38,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,,Male,55,United-States,B,1
42,Private,Bachelors,13,Never-married,Other-service,Unmarried,,Male,40,United-States,B,0
64,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,,Male,40,United-States,M,1
21,Private,HS-grad,9,Never-married,Sales,Other-relative,,Female,35,United-States,C,0
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,,Female,30,United-States,C,0
18,Private,11th,7,Never-married,Other-service,Own-child,,Female,15,United-States,C,0
36,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,,Male,40,United-States,M,1
50,Private,HS-grad,9,Divorced,Protective-serv,Not-in-family,,Male,40,United-States,C,0
47,,Some-college,10,Divorced,,Not-in-family,Amer-Indian-Eskimo,Female,35,United-States,B,0
53,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,44,United-States,D,1
33,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,,Female,40,United-States,C,1
71,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,,Male,20,United-States,A,0
38,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,,Female,35,United-States,B,0
28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,,Male,40,United-States,M,0
41,Private,Assoc-acdm,12,Divorced,Other-service,Unmarried,,Male,40,United-States,B,0
18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,,Female,40,United-States,C,0
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,47,United-States,A,0
62,State-gov,Masters,14,Separated,Prof-specialty,Unmarried,,Female,24,,B,0
20,Private,11th,7,Separated,Sales,Own-child,,Female,40,United-States,M,0
19,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,30,United-States,M,0
62,Local-gov,HS-grad,9,Widowed,Sales,Not-in-family,,Female,40,Canada,B,0
41,Self-emp-not-inc,Masters,14,Married-civ-spouse,Other-service,Wife,,Female,35,United-States,D,1
19,Private,HS-grad,9,Never-married,Other-service,Not-in-family,,Male,48,United-States,M,0
64,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,,Male,60,United-States,A,1
36,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,,Male,70,United-States,B,0
79,,HS-grad,9,Widowed,,Not-in-family,Black,Female,30,United-States,A,0
41,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,,Female,60,United-States,D,0
35,Private,Some-college,10,Divorced,Other-service,Not-in-family,,Female,35,United-States,B,0
42,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,,Male,40,United-States,D,0
38,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,United-States,B,0
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,,Female,40,United-States,D,0
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,1
64,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,,Male,48,United-States,A,0
19,Private,HS-grad,9,Divorced,Sales,Not-in-family,,Female,40,United-States,B,0
52,Private,HS-grad,9,Separated,Sales,Other-relative,,Female,20,United-States,D,0
39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,,Female,24,United-States,D,1
25,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States,M,1
27,Private,Some-college,10,Never-married,Sales,Own-child,Black,Female,30,United-States,M,0
47,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,,Female,40,United-States,M,0
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,D,0
20,,Some-college,10,Never-married,,Own-child,,Female,40,United-States,C,0
38,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,,Male,40,United-States,C,0
42,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,,Female,24,United-States,B,0
33,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,,Female,40,United-States,M,1
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,40,United-States,B,1
31,Private,Masters,14,Married-civ-spouse,Other-service,Husband,,Male,76,United-States,M,1
19,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,,Female,40,United-States,C,0
56,State-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,60,United-States,C,1
44,Private,Some-college,10,Separated,Adm-clerical,Unmarried,,Female,38,United-States,C,0
39,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,,Male,40,United-States,D,0
19,Private,Some-college,10,Never-married,Sales,Own-child,,Female,20,United-States,M,0
26,Local-gov,Some-college,10,Never-married,Sales,Own-child,Black,Female,10,Jamaica,C,0
22,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,,Male,40,United-States,D,0
47,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,,Female,40,United-States,M,0
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,,Male,48,United-States,C,1
46,Local-gov,Masters,14,Widowed,Exec-managerial,Unmarried,Black,Female,35,United-States,M,0
29,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,,Male,40,United-States,A,0
31,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,,Male,35,United-States,C,1
41,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,,Male,40,Mexico,A,0
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,,Female,50,United-States,B,0
50,Private,HS-grad,9,Divorced,Other-service,Not-in-family,,Male,60,United-States,A,0
38,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,,Female,55,United-States,C,0
51,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,,Female,48,United-States,C,0
48,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,45,United-States,B,0
44,Private,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,,Female,43,United-States,D,0
63,Private,HS-grad,9,Divorced,Sales,Not-in-family,,Female,40,United-States,M,0
54,Private,Some-college,10,Never-married,Sales,Not-in-family,,Female,40,United-States,M,0
20,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,20,United-States,B,0
44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,,Female,30,United-States,C,0
21,Private,Some-college,10,Never-married,Craft-repair,Own-child,,Male,40,United-States,C,0
23,Private,HS-grad,9,Never-married,Sales,Not-in-family,,Female,35,United-States,B,0
29,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,,Male,50,United-States,M,1
29,Private,Some-college,10,Never-married,Sales,Not-in-family,,Female,18,United-States,A,0
56,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,,Male,50,United-States,D,0
23,Private,Some-college,10,Never-married,Other-service,Not-in-family,,Female,40,United-States,B,0
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,,Male,40,United-States,D,0
24,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,C,0
19,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,,Female,40,United-States,M,0
19,Private,Some-college,10,Never-married,Other-service,Own-child,,Female,20,United-States,B,0
50,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,,Male,45,United-States,B,0
55,,7th-8th,4,Divorced,,Unmarried,,Female,40,United-States,B,0
28,Self-emp-not-inc,12th,8,Married-civ-spouse,Craft-repair,Not-in-family,,Male,40,United-States,D,0
24,Private,7th-8th,4,Never-married,Other-service,Own-child,,Male,40,United-States,D,0
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,B,1
22,Private,Some-college,10,Never-married,Sales,Unmarried,,Female,50,United-States,D,0
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,,Female,50,United-States,B,0
44,Self-emp-not-inc,Bachelors,13,Divorced,Craft-repair,Own-child,,Male,40,United-States,C,0
31,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,,Male,43,United-States,A,0
42,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,,Female,40,United-States,M,0
27,Local-gov,Some-college,10,Never-married,Exec-managerial,Unmarried,,Male,40,United-States,D,0
20,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Male,40,United-States,A,0
22,,HS-grad,9,Married-civ-spouse,,Wife,,Female,22,United-States,M,0
29,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,,Male,50,United-States,B,0
31,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,,Male,40,Mexico,B,0
57,Private,Some-college,10,Separated,Other-service,Not-in-family,,Female,40,United-States,A,0
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,20,United-States,A,0
25,Private,9th,5,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,40,Vietnam,C,0
51,Private,HS-grad,9,Divorced,Priv-house-serv,Own-child,,Female,40,United-States,D,0
39,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,,Male,40,United-States,B,1
43,Private,HS-grad,9,Divorced,Other-service,Not-in-family,,Male,20,United-States,D,0
43,State-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,,Female,40,United-States,A,0
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,,Female,40,United-States,D,0
22,Private,10th,6,Never-married,Other-service,Not-in-family,,Female,25,United-States,A,0
50,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,,Female,65,United-States,C,0
30,Private,Some-college,10,Never-married,Other-service,Own-child,,Male,30,United-States,B,0
